adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,d-Band_Center,d-Band_Width,d-Band_Filling,DOS at Fermi Energy
H,Mo6Os6,-0.644105837,hollow|A_A_B|FCC,L1_o,"['Mo', 'Mo', 'Os']","[9, 10, 12]","['Mo', 'Mo', 'Os', 'Os', 'Mo', 'Mo', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,294.07,8.9,2.173251865247167,7.54103,0.8653333333333333,644.3333333333333,-1.37517155206617,5.16017358235223,0.66163866537492,15.05
H,Mo6Os6,-0.503360941,hollow|A_B_B|HCP,L1_o,"['Mo', 'Os', 'Os']","[10, 11, 12]","['Mo', 'Mo', 'Os', 'Os', 'Mo', 'Mo', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,294.07,8.9,2.186585032314949,7.98963,0.9826666666666668,652.6666666666666,-1.62732699784167,4.94221740137513,0.715038226783361,15.05
H,Mo6Os6,-0.514129574,hollow|A_B_B|FCC,L1_o,"['Mo', 'Os', 'Os']","[9, 11, 12]","['Mo', 'Mo', 'Os', 'Os', 'Mo', 'Mo', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,294.07,8.9,2.186585032314949,7.98963,0.9826666666666668,652.6666666666666,-1.62731699988573,4.94219121978704,0.715037978555494,15.05
H,Mo6Pd6,-0.59127167,bridge|A_A|B,L1_o,"['Mo', 'Mo']","[9, 10]","['Mo', 'Mo', 'Pd', 'Pd', 'Mo', 'Mo', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,351.885,8.97,2.16,7.09243,0.748,636.0,-0.890789882516421,3.29789190755754,0.592699237799693,18.04
H,Mo6Pd6,-0.01818564,bridge|B_B|A,L1_o,"['Pd', 'Pd']","[11, 12]","['Mo', 'Mo', 'Pd', 'Pd', 'Mo', 'Mo', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,351.885,8.97,2.2,8.336839,0.562,396.7,-2.68440952835647,2.42889935949258,0.934003135045827,18.04
H,Mo6Pd6,-0.542362201,hollow|A_A_B|HCP,L1_o,"['Mo', 'Mo', 'Pd']","[9, 10, 11]","['Mo', 'Mo', 'Pd', 'Pd', 'Mo', 'Mo', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,351.885,8.97,2.173251865247167,7.507232999999999,0.6859999999999999,556.2333333333333,-1.55108885321587,3.12929168901629,0.718349154576692,18.04
H,Mo6Pd6,-0.604244425,hollow|A_A_B|FCC,L1_o,"['Mo', 'Mo', 'Pd']","[9, 10, 12]","['Mo', 'Mo', 'Pd', 'Pd', 'Mo', 'Mo', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,351.885,8.97,2.173251865247167,7.507232999999999,0.6859999999999999,556.2333333333333,-1.55108112276323,3.12929216266829,0.718347968407175,18.04
H,Mo6Pd6,-0.30236487,hollow|A_B_B|HCP,L1_o,"['Mo', 'Pd', 'Pd']","[10, 11, 12]","['Mo', 'Mo', 'Pd', 'Pd', 'Mo', 'Mo', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,351.885,8.97,2.186585032314949,7.922035999999999,0.624,476.4666666666667,-2.14590467047674,2.84072935265612,0.831532920039425,18.04
H,Mo6Pd6,-0.273631009,hollow|A_B_B|FCC,L1_o,"['Mo', 'Pd', 'Pd']","[9, 11, 12]","['Mo', 'Mo', 'Pd', 'Pd', 'Mo', 'Mo', 'Pd', 'Pd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,351.885,8.97,2.186585032314949,7.922035999999999,0.624,476.4666666666667,-2.14583202959489,2.84073925296243,0.831516966001907,18.04
H,Mo6Pt6,-0.470261149,hollow|A_A_B|HCP,L1_o,"['Mo', 'Mo', 'Pt']","[9, 10, 11]","['Mo', 'Mo', 'Pt', 'Pt', 'Mo', 'Mo', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,353.56,9.235,2.199281307944258,7.714563333333331,1.208,594.0,-1.78322753754525,3.46427608228117,0.708856577008624,16.39
H,Mo6Pt6,-0.388205357,hollow|A_A_B|FCC,L1_o,"['Mo', 'Mo', 'Pt']","[9, 10, 12]","['Mo', 'Mo', 'Pt', 'Pt', 'Mo', 'Mo', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,353.56,9.235,2.199281307944258,7.714563333333331,1.208,594.0,-1.78319914133325,3.46427958362025,0.708850303803444,16.39
H,Mo6Pt6,-0.072425955,hollow|A_B_B|HCP,L1_o,"['Mo', 'Pt', 'Pt']","[10, 11, 12]","['Mo', 'Mo', 'Pt', 'Pt', 'Mo', 'Mo', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,353.56,9.235,2.2392769775337995,8.336696666666665,1.668,552.0,-2.45457555653992,3.33017209165297,0.815350183326315,16.39
H,Mo6Pt6,-0.16568481,hollow|A_B_B|FCC,L1_o,"['Mo', 'Pt', 'Pt']","[9, 11, 12]","['Mo', 'Mo', 'Pt', 'Pt', 'Mo', 'Mo', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,353.56,9.235,2.2392769775337995,8.336696666666665,1.668,552.0,-2.45461329021541,3.33021161885899,0.815351832872402,16.39
H,Mo6Re6,0.316285126,top|A,L1_o,['Mo'],[9],"['Mo', 'Re', 'Re', 'Mo', 'Mo', 'Re', 'Re']","[6, 7, 8, 9, 10, 11, 12]",1,295.4,9.12,2.16,7.09243,0.748,636.0,-1.1140156826649,5.12698973963116,0.659790350006097,13.88
H,Mo6Re6,-0.022366669,top|B,L1_o,['Re'],[11],"['Mo', 'Mo', 'Re', 'Mo', 'Mo', 'Re', 'Re']","[5, 6, 8, 9, 10, 11, 12]",1,295.4,9.12,1.9,7.83352,0.15,738.0,-1.51350049482141,5.09856163749218,0.729558257842163,13.88
H,Mo6Re6,-0.438248725,bridge|B_B|A,L1_o,"['Re', 'Re']","[11, 12]","['Mo', 'Mo', 'Re', 'Re', 'Mo', 'Mo', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",2,295.4,9.12,1.9,7.83352,0.15,738.0,-1.5133102229132,5.0984706972125,0.729524130589386,13.88
H,Mo6Re6,-0.707433938,hollow|A_A_B|HCP,L1_o,"['Mo', 'Mo', 'Re']","[9, 10, 11]","['Mo', 'Mo', 'Re', 'Re', 'Mo', 'Mo', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,295.4,9.12,2.069602948420139,7.33946,0.5486666666666666,670.0,-1.25168894076098,5.1206210786934,0.683838227794473,13.88
H,Mo6Re6,-0.767018298,hollow|A_A_B|FCC,L1_o,"['Mo', 'Mo', 'Re']","[9, 10, 12]","['Mo', 'Mo', 'Re', 'Re', 'Mo', 'Mo', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,295.4,9.12,2.069602948420139,7.33946,0.5486666666666666,670.0,-1.25155673271037,5.12059515190662,0.683813420601967,13.88
H,Mo6Re6,-0.725657266,hollow|A_B_B|HCP,L1_o,"['Mo', 'Re', 'Re']","[10, 11, 12]","['Mo', 'Mo', 'Re', 'Re', 'Mo', 'Mo', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,295.4,9.12,1.9829890574580245,7.586489999999999,0.3493333333333333,704.0,-1.38471831993427,5.11120962000602,0.707066859474392,13.88
H,Mo6Re6,-0.699540324,hollow|A_B_B|FCC,L1_o,"['Mo', 'Re', 'Re']","[9, 11, 12]","['Mo', 'Mo', 'Re', 'Re', 'Mo', 'Mo', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,295.4,9.12,1.9829890574580245,7.586489999999999,0.3493333333333333,704.0,-1.38447583836552,5.11117355485716,0.707022408863897,13.88
H,Mo6Rh6,-0.523297633,bridge|B_B|A,L1_o,"['Rh', 'Rh']","[11, 12]","['Mo', 'Mo', 'Rh', 'Rh', 'Mo', 'Mo', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",2,347.52,8.83,2.28,7.4589,1.137,516.7,-1.98414249042451,3.50798956428943,0.843735109095926,19.3
H,Mo6Rh6,-0.579404514,hollow|A_A_B|HCP,L1_o,"['Mo', 'Mo', 'Rh']","[9, 10, 11]","['Mo', 'Mo', 'Rh', 'Rh', 'Mo', 'Mo', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,347.52,8.83,2.199281307944258,7.214586666666666,0.8776666666666666,596.2333333333333,-1.25358460670239,4.53696674522823,0.655523468941147,19.3
H,Mo6Rh6,-0.638534034,hollow|A_A_B|FCC,L1_o,"['Mo', 'Mo', 'Rh']","[9, 10, 12]","['Mo', 'Mo', 'Rh', 'Rh', 'Mo', 'Mo', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,347.52,8.83,2.199281307944258,7.214586666666666,0.8776666666666666,596.2333333333333,-1.25362359032079,4.53694397431865,0.6555311065908,19.3
H,Mo6Rh6,-0.453256348,hollow|A_B_B|HCP,L1_o,"['Mo', 'Rh', 'Rh']","[10, 11, 12]","['Mo', 'Mo', 'Rh', 'Rh', 'Mo', 'Mo', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,347.52,8.83,2.2392769775337995,7.336743333333333,1.0073333333333334,556.4666666666667,-1.62586840857585,4.06191139688078,0.751430915078608,19.3
H,Mo6Rh6,-0.421788423,hollow|A_B_B|FCC,L1_o,"['Mo', 'Rh', 'Rh']","[9, 11, 12]","['Mo', 'Mo', 'Rh', 'Rh', 'Mo', 'Mo', 'Rh', 'Rh']","[5, 6, 7, 8, 9, 10, 11, 12]",3,347.52,8.83,2.2392769775337995,7.336743333333333,1.0073333333333334,556.4666666666667,-1.62579519004308,4.06189928737941,0.751420873002004,19.3
H,Mo6Ru6,-0.43234263,bridge|A_A|B,L1_o,"['Mo', 'Mo']","[9, 10]","['Mo', 'Mo', 'Ru', 'Ru', 'Mo', 'Mo', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",2,292.645,8.775,2.16,7.09243,0.748,636.0,-1.07973841377206,5.09021011591383,0.607202158269787,8.167
H,Mo6Ru6,-0.603301959,hollow|A_A_B|HCP,L1_o,"['Mo', 'Mo', 'Ru']","[9, 10, 11]","['Mo', 'Mo', 'Ru', 'Ru', 'Mo', 'Mo', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",3,292.645,8.775,2.173251865247167,7.181786666666667,0.8486666666666667,625.9,-1.26103415042746,4.70581618676545,0.668314727697481,8.167
H,Mo6Ru6,-0.665646097,hollow|A_A_B|FCC,L1_o,"['Mo', 'Mo', 'Ru']","[9, 10, 12]","['Mo', 'Mo', 'Ru', 'Ru', 'Mo', 'Mo', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",3,292.645,8.775,2.173251865247167,7.181786666666667,0.8486666666666667,625.9,-1.26106428698324,4.70584274297729,0.668319703482831,8.167
H,Mo6Ru6,-0.542904252,hollow|A_B_B|HCP,L1_o,"['Mo', 'Ru', 'Ru']","[10, 11, 12]","['Mo', 'Mo', 'Ru', 'Ru', 'Mo', 'Mo', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",3,292.645,8.775,2.186585032314949,7.271143333333333,0.9493333333333333,615.8,-1.43113919314134,4.30760112151883,0.725637539459637,8.167
H,Mo6Ru6,-0.540342436,hollow|A_B_B|FCC,L1_o,"['Mo', 'Ru', 'Ru']","[9, 11, 12]","['Mo', 'Mo', 'Ru', 'Ru', 'Mo', 'Mo', 'Ru', 'Ru']","[5, 6, 7, 8, 9, 10, 11, 12]",3,292.645,8.775,2.186585032314949,7.271143333333333,0.9493333333333333,615.8,-1.43118453183512,4.3076150439546,0.725645112607443,8.167
H,Mo6Sc6,-0.495989921,bridge|A_A|B,L1_o,"['Mo', 'Mo']","[11, 12]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",2,322.79999999999995,12.19,2.16,7.09243,0.748,636.0,-1.27121337169265,3.85815278881858,0.760028920347659,23.1
H,Mo6Sc6,-0.495989921,bridge|A_A|B,L1_o,"['Mo', 'Mo']","[11, 12]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",2,322.79999999999995,12.19,2.16,7.09243,0.748,636.0,-1.27121337169265,3.85815278881858,0.760028920347659,23.1
H,Mo6Sc6,-0.495989921,bridge|A_A|B,L1_o,"['Mo', 'Mo']","[11, 12]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",2,322.79999999999995,12.19,2.16,7.09243,0.748,636.0,-1.27121337169265,3.85815278881858,0.760028920347659,23.1
H,Mo6Sc6,-0.880356841,hollow|A_A_B|HCP,L1_o,"['Sc', 'Mo', 'Mo']","[10, 11, 12]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,322.79999999999995,12.19,1.8513227452739291,6.91545,0.5613333333333332,535.3333333333333,-1.04872439045986,4.12761068161987,0.664991662735767,23.1
H,Mo6Sc6,-0.880356841,hollow|A_A_B|HCP,L1_o,"['Sc', 'Mo', 'Mo']","[10, 11, 12]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,322.79999999999995,12.19,1.8513227452739291,6.91545,0.5613333333333332,535.3333333333333,-1.04872439045986,4.12761068161987,0.664991662735767,23.1
H,Mo6Sc6,-0.880356841,hollow|A_A_B|HCP,L1_o,"['Sc', 'Mo', 'Mo']","[10, 11, 12]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,322.79999999999995,12.19,1.8513227452739291,6.91545,0.5613333333333332,535.3333333333333,-1.04872439045986,4.12761068161987,0.664991662735767,23.1
H,Mo6Sc6,-0.797366066,hollow|A_A_B|FCC,L1_o,"['Sc', 'Mo', 'Mo']","[9, 11, 12]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,322.79999999999995,12.19,1.8513227452739291,6.91545,0.5613333333333332,535.3333333333333,-1.0479754951474,4.12734165237417,0.664801779605302,23.1
H,Mo6Sc6,-0.797366066,hollow|A_A_B|FCC,L1_o,"['Sc', 'Mo', 'Mo']","[9, 11, 12]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,322.79999999999995,12.19,1.8513227452739291,6.91545,0.5613333333333332,535.3333333333333,-1.0479754951474,4.12734165237417,0.664801779605302,23.1
H,Mo6Sc6,-0.797366066,hollow|A_A_B|FCC,L1_o,"['Sc', 'Mo', 'Mo']","[9, 11, 12]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,322.79999999999995,12.19,1.8513227452739291,6.91545,0.5613333333333332,535.3333333333333,-1.0479754951474,4.12734165237417,0.664801779605302,23.1
H,Mo6Sc6,-0.718384752,hollow|A_B_B|HCP,L1_o,"['Sc', 'Sc', 'Mo']","[9, 10, 11]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,322.79999999999995,12.19,1.586757364429907,6.73847,0.3746666666666667,434.6666666666666,-0.765498942096983,4.43031060445285,0.544097044311462,23.1
H,Mo6Sc6,-0.718384752,hollow|A_B_B|HCP,L1_o,"['Sc', 'Sc', 'Mo']","[9, 10, 11]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,322.79999999999995,12.19,1.586757364429907,6.73847,0.3746666666666667,434.6666666666666,-0.765498942096983,4.43031060445285,0.544097044311462,23.1
H,Mo6Sc6,-0.718384752,hollow|A_B_B|HCP,L1_o,"['Sc', 'Sc', 'Mo']","[9, 10, 11]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,322.79999999999995,12.19,1.586757364429907,6.73847,0.3746666666666667,434.6666666666666,-0.765498942096983,4.43031060445285,0.544097044311462,23.1
H,Mo6Sc6,-0.748612109,hollow|A_B_B|FCC,L1_o,"['Sc', 'Sc', 'Mo']","[9, 10, 12]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,322.79999999999995,12.19,1.586757364429907,6.73847,0.3746666666666667,434.6666666666666,-0.76483802128999,4.42988730823312,0.543945741937233,23.1
H,Mo6Sc6,-0.748612109,hollow|A_B_B|FCC,L1_o,"['Sc', 'Sc', 'Mo']","[9, 10, 12]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,322.79999999999995,12.19,1.586757364429907,6.73847,0.3746666666666667,434.6666666666666,-0.76483802128999,4.42988730823312,0.543945741937233,23.1
H,Mo6Sc6,-0.748612109,hollow|A_B_B|FCC,L1_o,"['Sc', 'Sc', 'Mo']","[9, 10, 12]","['Sc', 'Sc', 'Mo', 'Mo', 'Sc', 'Sc', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,322.79999999999995,12.19,1.586757364429907,6.73847,0.3746666666666667,434.6666666666666,-0.76483802128999,4.42988730823312,0.543945741937233,23.1
H,Mo6Ta6,-0.762381614,hollow|A_A_B|HCP,L1_o,"['Mo', 'Mo', 'Ta']","[9, 10, 11]","['Mo', 'Mo', 'Ta', 'Ta', 'Mo', 'Mo', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,322.415,10.115,1.9127854245287,7.244810333333334,0.606,681.0,-0.473853920847335,5.11666332497843,0.560653334298778,10.08
H,Mo6Ta6,-0.80921431,hollow|A_B_B|HCP,L1_o,"['Mo', 'Ta', 'Ta']","[10, 11, 12]","['Mo', 'Mo', 'Ta', 'Ta', 'Mo', 'Mo', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,322.415,10.115,1.6938648519858512,7.397190666666667,0.464,726.0,-0.421941240804574,5.60247935477929,0.525553405537581,10.08
H,Mo6Tc6,-0.680210446,hollow|A_A_B|HCP,L1_o,"['Mo', 'Mo', 'Tc']","[9, 10, 11]","['Mo', 'Mo', 'Tc', 'Tc', 'Mo', 'Mo', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,294.1,9.005,2.069602948420139,7.101413333333333,0.682,615.0,-1.19080496482577,4.56825031442736,0.683600199034541,12.85
H,Mo6Tc6,-0.71537735,hollow|A_A_B|FCC,L1_o,"['Mo', 'Mo', 'Tc']","[9, 10, 12]","['Mo', 'Mo', 'Tc', 'Tc', 'Mo', 'Mo', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,294.1,9.005,2.069602948420139,7.101413333333333,0.682,615.0,-1.19064813893621,4.5683175239228,0.683570984516581,12.85
H,Mo6Tc6,-0.676703034,hollow|A_B_B|HCP,L1_o,"['Mo', 'Tc', 'Tc']","[10, 11, 12]","['Mo', 'Mo', 'Tc', 'Tc', 'Mo', 'Mo', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,294.1,9.005,1.9829890574580245,7.1103966666666665,0.616,594.0,-1.23671915316196,4.34565646866618,0.705014393602074,12.85
H,Mo6Tc6,-0.664167294,hollow|A_B_B|FCC,L1_o,"['Mo', 'Tc', 'Tc']","[9, 11, 12]","['Mo', 'Mo', 'Tc', 'Tc', 'Mo', 'Mo', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,294.1,9.005,1.9829890574580245,7.1103966666666665,0.616,594.0,-1.23674676792861,4.34566350054411,0.70502154965282,12.85
H,Mo6Ti6,-0.605260634,bridge|A_A|B,L1_o,"['Mo', 'Mo']","[11, 12]","['Ti', 'Ti', 'Mo', 'Mo', 'Ti', 'Ti', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",2,304.89,10.010000000000002,2.16,7.09243,0.748,636.0,-1.33862109708632,4.16855449609555,0.734212795028692,17.94
H,Mo6Ti6,-0.862350524,hollow|A_A_B|HCP,L1_o,"['Ti', 'Mo', 'Mo']","[10, 11, 12]","['Ti', 'Ti', 'Mo', 'Mo', 'Ti', 'Ti', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,304.89,10.010000000000002,1.9296390279475308,7.004326666666666,0.5249999999999999,571.9,-1.02504013228333,4.11640271724238,0.654080607051788,17.94
H,Mo6Ti6,-0.759495166,hollow|A_A_B|FCC,L1_o,"['Ti', 'Mo', 'Mo']","[9, 11, 12]","['Ti', 'Ti', 'Mo', 'Mo', 'Ti', 'Ti', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,304.89,10.010000000000002,1.9296390279475308,7.004326666666666,0.5249999999999999,571.9,-1.02493953057515,4.11630404013546,0.654055217794689,17.94
H,Mo6Ti6,-0.860625594,hollow|A_B_B|HCP,L1_o,"['Ti', 'Ti', 'Mo']","[9, 10, 11]","['Ti', 'Ti', 'Mo', 'Mo', 'Ti', 'Ti', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,304.89,10.010000000000002,1.723845730638098,6.916223333333333,0.302,507.8,-0.681549482315913,4.0305989699189,0.566300044288032,17.94
H,Mo6Ti6,-0.831582612,hollow|A_B_B|FCC,L1_o,"['Ti', 'Ti', 'Mo']","[9, 10, 12]","['Ti', 'Ti', 'Mo', 'Mo', 'Ti', 'Ti', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,304.89,10.010000000000002,1.723845730638098,6.916223333333333,0.302,507.8,-0.681689841457878,4.03066962023608,0.566339090555691,17.94
H,Mo6V6,-0.79881031,hollow|A_A_B|HCP,L1_o,"['V', 'Mo', 'Mo']","[10, 11, 12]","['V', 'V', 'Mo', 'Mo', 'V', 'V', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,308.85,8.850000000000001,1.9665200056613032,6.9770156666666665,0.6736666666666666,582.5999999999999,-1.16300772686643,4.32927115894872,0.675714775304227,26.75
H,Mo6V6,-0.752395036,hollow|A_A_B|FCC,L1_o,"['V', 'Mo', 'Mo']","[9, 11, 12]","['V', 'V', 'Mo', 'Mo', 'V', 'V', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,308.85,8.850000000000001,1.9665200056613032,6.9770156666666665,0.6736666666666666,582.5999999999999,-1.16240922713343,4.329062991781,0.675550169615169,26.75
H,Mo6V6,-0.865465411,hollow|A_B_B|HCP,L1_o,"['V', 'V', 'Mo']","[9, 10, 11]","['V', 'V', 'Mo', 'Mo', 'V', 'V', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,308.85,8.850000000000001,1.7903708021602465,6.861601333333333,0.5993333333333333,529.1999999999999,-0.838935591206143,4.06624583284974,0.618211045018453,26.75
H,Mo6V6,-0.808861243,hollow|A_B_B|FCC,L1_o,"['V', 'V', 'Mo']","[9, 10, 12]","['V', 'V', 'Mo', 'Mo', 'V', 'V', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",3,308.85,8.850000000000001,1.7903708021602465,6.861601333333333,0.5993333333333333,529.1999999999999,-0.839055909630328,4.06632210660483,0.618242972513004,26.75
H,Mo6W6,0.151298424,top|A,L1_o,['Mo'],[9],"['Mo', 'W', 'W', 'Mo', 'Mo', 'W', 'W']","[6, 7, 8, 9, 10, 11, 12]",1,315.61,9.425,2.16,7.09243,0.748,636.0,-1.05040847483987,4.48301364332938,0.634339986900365,6.7
H,Mo6W6,-0.542738806,bridge|A_A|B,L1_o,"['Mo', 'Mo']","[9, 10]","['Mo', 'Mo', 'W', 'W', 'Mo', 'Mo', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",2,315.61,9.425,2.16,7.09243,0.748,636.0,-1.05066657350717,4.48319505951212,0.634412525531024,6.7
H,Mo6W6,-0.66852234,bridge|B_B|A,L1_o,"['W', 'W']","[11, 12]","['Mo', 'Mo', 'W', 'W', 'Mo', 'Mo', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",2,315.61,9.425,2.36,7.86403,0.81626,835.0,-1.42000516106957,5.41807824005981,0.67399718475716,6.7
H,Mo6W6,-0.746343224,hollow|A_A_B|HCP,L1_o,"['Mo', 'Mo', 'W']","[9, 10, 11]","['Mo', 'Mo', 'W', 'W', 'Mo', 'Mo', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,315.61,9.425,2.224708778111632,7.349629999999999,0.7707533333333334,702.3333333333333,-1.16673671493345,4.7996479240649,0.646851267436845,6.7
H,Mo6W6,-0.753490974,hollow|A_A_B|FCC,L1_o,"['Mo', 'Mo', 'W']","[9, 10, 12]","['Mo', 'Mo', 'W', 'W', 'Mo', 'Mo', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,315.61,9.425,2.224708778111632,7.349629999999999,0.7707533333333334,702.3333333333333,-1.16675825853539,4.79979411243906,0.646855725512348,6.7
H,Mo6W6,-0.766593256,hollow|A_B_B|HCP,L1_o,"['Mo', 'W', 'W']","[10, 11, 12]","['Mo', 'Mo', 'W', 'W', 'Mo', 'Mo', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,315.61,9.425,2.2913560867624767,7.606829999999999,0.7935066666666666,768.6666666666666,-1.28977234005631,5.11075172106141,0.660059514305244,6.7
H,Mo6W6,-0.74101129,hollow|A_B_B|FCC,L1_o,"['Mo', 'W', 'W']","[9, 11, 12]","['Mo', 'Mo', 'W', 'W', 'Mo', 'Mo', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,315.61,9.425,2.2913560867624767,7.606829999999999,0.7935066666666666,768.6666666666666,-1.28956814014789,5.11061445128959,0.660005869186894,6.7
H,Mo6Y6,0.03893364,top|A,L1_o,['Mo'],[9],"['Mo', 'Y', 'Y', 'Mo', 'Mo', 'Y', 'Y']","[6, 7, 8, 9, 10, 11, 12]",1,339.72,14.63,2.16,7.09243,0.748,636.0,-1.18708925384112,3.84012971494789,0.735872325580834,20.92
H,Mo6Y6,-0.834921449,bridge|A_A|A,L1_o,"['Mo', 'Mo']","[9, 10]","['Mo', 'Mo', 'Y', 'Y', 'Mo', 'Mo', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",2,339.72,14.63,2.16,7.09243,0.748,636.0,-1.18705598084582,3.84013590099962,0.735874904542315,20.92
H,Mo6Y6,0.102746104,top|B,L1_o,['Y'],[11],"['Mo', 'Mo', 'Y', 'Mo', 'Mo', 'Y', 'Y']","[5, 6, 8, 9, 10, 11, 12]",1,339.72,14.63,1.22,6.21726,0.307,391.4,-1.01638898776543,6.37328782766125,0.463980283016841,20.92
