surface,LC,MV,EA,SE,DBC,DBF,DOS,CN,GCN,RxnE
Cu6Ru6,316.04,7.64,1.17333333333333,410.633333333333,-2.110655948,0.887578474,19.01,3,6.95454545454545,3.038441354
Cu6Ru6,316.04,7.64,1.11166666666667,508.166666666667,-1.762972034,0.803686792,19.01,3,7.5,2.115206311
Cu6Ru6,316.04,7.64,1.11166666666667,508.166666666667,-1.762984853,0.803687452,19.01,3,6.95454545454545,2.11657518
Cu6Sc6,346.195,11.055,0.188,334,0.037404354,0.303558358,12.04,2,7.33,2.527656876
Cu6Sc6,346.195,11.055,0.537,327.033333333333,-1.473436231,0.624807878,12.04,3,6.95454545454545,2.714244246
Cu6Sc6,346.195,11.055,0.7115,323.55,-2.010792124,0.73906781,12.04,5,7.615384615,1.377864069
Cu6Ta6,345.81,8.98,1.235,313.1,-2.973329331,0.96328819,8.495,2,7.33,1.932517652
Cu6Ta6,345.81,8.98,0.626333333333333,618.366666666667,-0.943604711,0.614362961,8.495,3,7.5,1.887426756
Cu6Ta6,345.81,8.98,0.626333333333333,618.366666666667,-0.943609411,0.614364388,8.495,3,6.95454545454545,1.886466602
Cu6Tc6,317.495,7.87,1.00666666666667,399.733333333333,-2.009666258,0.867095309,5.739,3,7.5,2.971701217
Cu6Tc6,317.495,7.87,1.00666666666667,399.733333333333,-2.009516967,0.867063275,5.739,3,6.95454545454545,2.721173625
Cu6Tc6,317.495,7.87,0.778333333333333,486.366666666667,-1.492755701,0.760321188,5.739,3,7.5,1.885343588
Cu6Tc6,317.495,7.87,0.778333333333333,486.366666666667,-1.49275336,0.76032108,5.739,3,6.95454545454545,1.992735356
Cu6Ti6,328.285,8.875,1.235,313.1,-2.982810893,0.977143021,15.41,2,7.33,2.539916284
Cu6Ti6,328.285,8.875,0.464333333333333,400.166666666667,-1.29553727,0.649501543,15.41,3,7.5,2.176645126
Cu6Ti6,328.285,8.875,0.464333333333333,400.166666666667,-1.295565693,0.649505529,15.41,3,6.95454545454545,2.333944612
Cu6V6,332.245,7.715,0.998333333333333,367.333333333333,-2.134067906,0.840097274,14.7,3,7.5,2.743542199
Cu6V6,332.245,7.715,0.998333333333333,367.333333333333,-2.134102182,0.840095596,14.7,3,6.95454545454545,2.716914091
Cu6V6,332.245,7.715,0.761666666666667,421.566666666667,-1.293041251,0.683997315,14.7,3,7.5,2.130292847
Cu6V6,332.245,7.715,0.761666666666667,421.566666666667,-1.293027881,0.683995886,14.7,3,6.95454545454545,2.241225631
Cu6W6,339.005,8.29,1.235,313.1,-2.86609904,0.96543034,12.6,2,7.33,2.997486317
Cu6W6,339.005,8.29,1.09542,487.066666666667,-2.251743191,0.845012727,12.6,3,7.5,2.768801166
Cu6W6,339.005,8.29,1.09542,487.066666666667,-2.251737522,0.845011297,12.6,3,6.95454545454545,2.681246906
Cu6W6,339.005,8.29,0.95584,661.033333333333,-1.569963406,0.711379047,12.6,3,7.5,1.650907584
Cu6W6,339.005,8.29,0.95584,661.033333333333,-1.569973754,0.711380656,12.6,3,6.95454545454545,1.683313349
Cu6Y6,363.115,13.495,1.235,313.1,-2.968162559,0.979632734,13.81,2,7.33,1.70533974
Cu6Y6,363.115,13.495,0.307,391.4,-0.06516857,0.342735077,13.81,2,7.33,2.755517929
Cu6Y6,363.115,13.495,0.616333333333333,365.3,-1.487014581,0.654675827,13.81,3,6.95454545454545,2.82189112
Cu6Zn6,313.99,8.135,1.235,313.1,-2.712129617,0.975580305,9.048,2,7.33,4.243781575
Cu6Zn6,313.99,8.135,0.411666666666667,188.6,-5.644263931,0.989365538,9.048,3,7.5,4.724178557
Cu6Zn6,313.99,8.135,0.411666666666667,188.6,-5.64427104,0.989365219,9.048,3,6.95454545454545,4.617135096
Cu6Zr6,342.345,10.565,1.235,313.1,-3.036895763,0.974383938,21.91,1,7.5,4.712566371
Cu6Zr6,342.345,10.565,0.426,601,-0.192416289,0.422046723,21.91,1,7.5,4.938399905
Cu6Zr6,342.345,10.565,0.695666666666667,505.033333333333,-1.402594582,0.657031591,21.91,3,6.95454545454545,2.009933222
Cu6Zr6,342.345,10.565,0.8305,457.05,-1.890340003,0.751745055,21.91,5,7.615384615,0.687920655
Fe6Hf6,303.145,10.265,0.151,360.8,-1.048784367,0.484813511,14.869,1,7.5,2.945397469
Fe6Hf6,303.145,10.265,0.014,655.5,-0.888766409,0.254063085,14.869,1,7.5,5.521497683
Fe6Hf6,303.145,10.265,0.151,360.8,-1.048976736,0.484797366,14.869,2,7.33,0.662904005
Fe6Hf6,303.145,10.265,0.059666666666667,557.266666666667,-0.967334077,0.367413527,14.869,3,6.95454545454545,1.993551289
Fe6Hg6,293.575,10.59,0.151,360.8,-1.219986313,0.505268515,21.095,1,7.5,4.123640322
Fe6Ir6,335.275,7.805,0.621933333333333,435.866666666667,-1.804690044,0.509918822,7.249E-05,3,7.5,2.238418913
Fe6Ir6,335.275,7.805,0.621933333333333,435.866666666667,-1.804922566,0.509868931,7.249E-05,3,6.95454545454545,2.368107416
Fe6Ir6,335.275,7.805,1.09286666666667,510.933333333333,-2.102776527,0.488295991,7.249E-05,3,7.5,1.821629221
Fe6Ir6,335.275,7.805,1.09286666666667,510.933333333333,-2.102694635,0.488292128,7.249E-05,3,6.95454545454545,2.011659785
Fe6La6,331.925,14.74,0.151,360.8,-1.314898319,0.547458035,20.399,2,7.33,1.122265227
Fe6La6,331.925,14.74,0.363666666666667,391.066666666667,-1.189729276,0.410315724,20.399,3,6.95454545454545,2.306475401
Fe6Ni6,319.525,6.84,0.486,372.266666666667,-1.436520992,0.512983221,11.672,3,7.5,2.446262728
Fe6Ni6,319.525,6.84,0.486,372.266666666667,-1.436529056,0.512983299,11.672,3,6.95454545454545,2.459908693
Fe6Ni6,319.525,6.84,0.821,383.733333333333,-1.505336835,0.50449286,11.672,3,7.5,2.455657867
Fe6Ni6,319.525,6.84,0.821,383.733333333333,-1.505445114,0.504507536,11.672,3,6.95454545454545,2.547684046
Fe6Os6,280.045,7.755,0.467333333333333,460.866666666667,-1.626468503,0.456103831,11.394,3,7.5,1.897778102
Fe6Os6,280.045,7.755,0.467333333333333,460.866666666667,-1.626466181,0.45610271,11.394,3,6.95454545454545,2.290951714
Fe6Os6,280.045,7.755,0.783666666666667,560.933333333333,-1.876619417,0.423073794,11.394,3,6.95454545454545,1.735675127
Fe6Pd6,337.86,7.825,0.3565,378.75,-1.947299928,0.506454527,8.868,2,7.33,3.179107474
Fe6Pd6,337.86,7.825,0.288,372.766666666667,-1.778361248,0.510221626,8.868,3,7.5,2.714901673
Fe6Pd6,337.86,7.825,0.288,372.766666666667,-1.778343107,0.510221407,8.868,3,6.95454545454545,2.735028573
Fe6Pd6,337.86,7.825,0.425,384.733333333333,-2.115323945,0.50267731,8.868,3,7.5,2.980894992
Fe6Pd6,337.86,7.825,0.425,384.733333333333,-2.115209799,0.502661139,8.868,3,6.95454545454545,3.112910748
Fe6Pt6,339.535,8.09,0.81,410.533333333333,-1.875565575,0.510156865,10.9829,3,7.5,2.804689988
Fe6Pt6,339.535,8.09,0.81,410.533333333333,-1.875618423,0.510165917,10.9829,3,6.95454545454545,2.688282001
Fe6Pt6,339.535,8.09,1.469,460.266666666667,-2.263719203,0.502030697,10.9829,3,7.5,2.692470377
Fe6Pt6,339.535,8.09,1.469,460.266666666667,-2.263723317,0.502050476,10.9829,3,6.95454545454545,2.918515887
Fe6Rh6,333.495,7.685,0.644,438.75,-1.668137729,0.499307884,11.992,5,7.615384615,2.433436779
Fe6Ru6,278.62,7.63,0.450666666666667,442.433333333333,-1.501384906,0.467394465,15.401,3,6.95454545454545,2.198671381
Fe6Ru6,278.62,7.63,0.750333333333333,524.066666666667,-1.637709189,0.432235222,15.401,3,6.95454545454545,1.851054796
Fe6Ta6,308.39,8.97,0.151,360.8,-1.016729424,0.350551996,19.036,2,7.33,0.685548911
Fe6Ta6,308.39,8.97,0.322,771,-0.381233179,0.233517642,19.036,2,7.33,2.068991585
Fe6Ta6,308.39,8.97,0.265,634.266666666667,-0.621352222,0.277735634,19.036,3,6.95454545454545,1.487429073
Fe6Tc6,280.075,7.86,0.284,431.533333333333,-1.418942103,0.453459089,16.291,3,6.95454545454545,1.971814835
Fe6Y6,325.695,13.485,0.151,360.8,-1.253607961,0.541076767,24.995,2,7.33,0.74276724
Fe6Y6,325.695,13.485,0.255,381.2,-1.090815458,0.406891001,24.995,3,6.95454545454545,2.03319433
Fe6Zn6,276.57,8.125,0.151,360.8,-1.146050876,0.498225746,6.431,2,7.33,2.447612141
Fe6Zn6,276.57,8.125,0.050333333333333,204.5,-5.085748202,0.498716407,6.431,3,7.5,3.356291815
Fe6Zn6,276.57,8.125,0.050333333333333,204.5,-5.085779111,0.498716605,6.431,3,6.95454545454545,3.375789315
Fe6Zr6,304.925,10.555,0.151,360.8,-1.162220073,0.504002341,13.206,2,7.33,0.71299336
Fe6Zr6,304.925,10.555,0.2885,480.9,-1.045827082,0.409274713,13.206,5,7.615384615,2.942794156
Fe6Zr6,304.925,10.555,0.334333333333333,520.933333333333,-0.989527244,0.363670712,13.206,3,6.95454545454545,2.028816562
Hf12,319.64,13.44,0.014,655.5,-1.048610076,0.573283516,14.96,1,7.5,4.407675196
Hf12,319.64,13.44,0.014,655.5,-1.048158336,0.57318976,14.96,3,7.5,0.950402208
Hf12,319.64,13.44,0.014,655.5,-1.04826476,0.57323648,14.96,3,6.95454545454545,1.11796093
Hf6Hg6,310.07,13.765,0.004666666666667,259.493333333333,-5.312758216,0.851477334,10.21,3,7.5,4.078481398
Hf6Hg6,310.07,13.765,0.004666666666667,259.493333333333,-5.312590308,0.851460378,10.21,3,6.95454545454545,3.854677426
Hf6Ir6,351.77,10.98,1.5638,586,-2.463781692,0.883728695,7.726,1,7.5,4.271978011
Hf6Ir6,351.77,10.98,1.5638,586,-2.463660165,0.883704076,7.726,2,7.33,2.493743328
Hf6Ir6,351.77,10.98,0.5306,632.333333333333,-1.528208691,0.656093012,7.726,3,6.95454545454545,2.40158599
Hf6La6,348.42,17.915,0.166,572.4,-0.900566384,0.588014709,28.48,3,7.5,0.930602661
Hf6La6,348.42,17.915,0.318,489.3,-0.996303553,0.595657487,28.48,3,7.5,1.999209352
Hf6La6,348.42,17.915,0.318,489.3,-0.996296475,0.595653038,28.48,3,6.95454545454545,2.182109716
Hf6Mo6,317.17,11.41,0.258666666666667,649,-0.919600571,0.608267772,13.41,3,7.5,1.654156351
Hf6Mo6,317.17,11.41,0.381,645.75,-0.887400334,0.634023365,13.41,5,7.615384615,0.292246181
Hf6Nb6,324.84,12.135,0.314666666666667,675.933333333333,-1.014340169,0.588332751,18.34,3,7.5,1.283404511
Hf6Nb6,324.84,12.135,0.314666666666667,675.933333333333,-1.014158345,0.588293955,18.34,3,6.95454545454545,1.06621032
Hf6Nb6,324.84,12.135,0.615333333333333,696.366666666667,-0.992248031,0.626522149,18.34,3,7.5,1.087564046
Hf6Nb6,324.84,12.135,0.615333333333333,696.366666666667,-0.992347001,0.6265497,18.34,3,6.95454545454545,1.073717397
Hf6Ni6,336.02,10.015,1.156,395.2,-2.043364393,0.458816215,11.784,2,7.33,0.844061617
Hf6Ni6,336.02,10.015,0.394666666666667,568.733333333333,-1.241102498,0.328801333,11.784,3,6.95454545454545,1.903107724
Hf6Os6,296.54,10.93,1.1,661,-1.396195843,0.819094782,5.617,1,7.5,2.804761146
Hf6Os6,296.54,10.93,1.1,661,-1.395007138,0.818866148,5.617,2,7.33,1.011314347
Hf6Os6,296.54,10.93,0.376,657.333333333333,-0.932380038,0.59963892,5.617,3,6.95454545454545,2.130970002
Hf6Pd6,354.355,11,0.196666666666667,569.233333333333,-1.745063569,0.649465389,15.55,3,6.95454545454545,1.786092923
Hf6Pd6,354.355,11,0.288,526.1,-2.225053411,0.740379457,15.55,5,7.615384615,1.52354443
Hf6Pt6,356.03,11.265,0.718666666666667,607,-1.918804496,0.646143948,11.05,3,6.95454545454545,1.773905352
Hf6Pt6,356.03,11.265,1.071,582.75,-2.391664768,0.73337843,11.05,5,7.615384615,1.661174983
Hf6Re6,297.87,11.15,0.014,655.5,-1.012375685,0.528419684,19.47,1,7.5,5.928886386
Hf6Re6,297.87,11.15,0.15,738,-1.114918223,0.738561332,19.47,1,7.5,2.660024067
Hf6Re6,297.87,11.15,0.15,738,-1.11502264,0.738577319,19.47,2,7.33,0.294637926
Hf6Re6,297.87,11.15,0.082,696.75,-1.074024084,0.653740355,19.47,2,7.33,1.949428438
Hf6Re6,297.87,11.15,0.059333333333333,683,-1.056123167,0.617672955,19.47,3,6.95454545454545,1.571825588
Hf6Re6,297.87,11.15,0.082,696.75,-1.073848157,0.653698261,19.47,5,7.615384615,2.234383193
Hf6Rh6,349.99,10.86,1.137,516.7,-2.291662778,0.879681863,9.216,2,7.33,2.224105589
Hf6Rh6,349.99,10.86,0.388333333333333,609.233333333333,-1.31874486,0.586206189,9.216,3,6.95454545454545,2.286033937
Hf6Ru6,295.115,10.805,1.05,605.7,-1.381586861,0.824476947,2.067,2,7.33,1.629171131
Hf6Ru6,295.115,10.805,0.359333333333333,638.9,-0.911675316,0.587857016,2.067,3,6.95454545454545,2.48609067
Hf6Sc6,325.27,14.22,0.072,548.333333333333,-0.784982876,0.553887593,32.11,3,7.5,1.043287042
Hf6Sc6,325.27,14.22,0.072,548.333333333333,-0.784916678,0.553868777,32.11,3,6.95454545454545,1.296586386
Hf6Sc6,325.27,14.22,0.13,441.166666666667,-0.571340642,0.488753568,32.11,3,7.5,1.591667993
Hf6Sc6,325.27,14.22,0.13,441.166666666667,-0.571285788,0.488745063,32.11,3,6.95454545454545,1.835366616
Hf6Ta6,324.885,12.145,0.116666666666667,694,-0.483654067,0.478050505,16.87,3,7.5,1.192598219
Hf6Ta6,324.885,12.145,0.116666666666667,694,-0.483631084,0.478048761,16.87,3,6.95454545454545,0.995830661
Hf6Ta6,324.885,12.145,0.219333333333333,732.5,-0.507242105,0.511110832,16.87,3,7.5,0.800998921
Hf6Ta6,324.885,12.145,0.219333333333333,732.5,-0.507254522,0.511115251,16.87,3,6.95454545454545,0.775250694
Hf6Tc6,296.57,11.035,0.55,573,-0.950722123,0.756500047,20.03,2,7.33,0.765883583
Hf6Tc6,296.57,11.035,0.192666666666667,628,-0.915009864,0.619777099,20.03,3,6.95454545454545,1.870942916
Hf6Ti6,307.36,12.04,0.035666666666667,584.9,-1.021819334,0.60100195,32.43,3,7.5,1.273914677
Hf6Ti6,307.36,12.04,0.035666666666667,584.9,-1.021967899,0.601056194,32.43,3,6.95454545454545,1.345748785
Hf6Ti6,307.36,12.04,0.057333333333333,514.3,-0.709876121,0.549054756,32.43,3,7.5,0.943924402
Hf6Ti6,307.36,12.04,0.057333333333333,514.3,-0.70977923,0.549030198,32.43,3,6.95454545454545,1.137666598
Hf6V6,311.32,10.88,0.525,475.8,-0.357828993,0.562314272,26.06,2,7.33,-0.028206232
Hf6V6,311.32,10.88,0.184333333333333,595.6,-0.976062363,0.623949037,26.06,3,7.5,1.389192304
Hf6V6,311.32,10.88,0.2695,565.65,-0.788291673,0.605202491,26.06,5,7.615384615,1.237112369
Hf6W6,318.08,11.455,0.28142,715.333333333333,-1.156308389,0.592987304,16.59,3,7.5,1.279766213
Hf6W6,318.08,11.455,0.28142,715.333333333333,-1.156295364,0.592983374,16.59,3,6.95454545454545,1.051206508
Hf6W6,318.08,11.455,0.54884,775.166666666667,-1.201513016,0.644894895,16.59,3,7.5,0.905181922
Hf6W6,318.08,11.455,0.54884,775.166666666667,-1.201469312,0.644887885,16.59,3,6.95454545454545,0.838442738
Hf6Y6,342.19,16.66,0.111666666666667,567.466666666667,-0.776455144,0.555036452,28.4,3,7.5,0.843876579
Hf6Y6,342.19,16.66,0.111666666666667,567.466666666667,-0.776386324,0.555008817,28.4,3,6.95454545454545,1.15773513
Hf6Y6,342.19,16.66,0.209333333333333,479.433333333333,-0.817640362,0.538706844,28.4,3,7.5,1.751400857
Hf6Y6,342.19,16.66,0.209333333333333,479.433333333333,-0.81752199,0.538669296,28.4,3,6.95454545454545,1.968100482
Hf6Zn6,293.065,11.3,0.014,655.5,-0.202133741,0.435564441,15.09,2,7.33,1.953499533
Hf6Zn6,293.065,11.3,0.009333333333333,479.116666666667,-3.145836853,0.678461958,15.09,3,7.5,1.964539464
Hf6Zn6,293.065,11.3,0.007,390.925,-4.310001792,0.774532055,15.09,5,7.615384615,1.009584383
Hf6Zr6,321.42,13.73,0.151333333333333,637.333333333333,-0.987426499,0.580806716,31.87,3,7.5,1.114136778
Hf6Zr6,321.42,13.73,0.151333333333333,637.333333333333,-0.987438995,0.580808958,31.87,3,6.95454545454545,1.174158152
Hf6Zr6,321.42,13.73,0.288666666666667,619.166666666667,-0.926951568,0.583879678,31.87,3,7.5,1.286878725
Hf6Zr6,321.42,13.73,0.288666666666667,619.166666666667,-0.926974503,0.58388122,31.87,3,6.95454545454545,1.335109542
Hg6Ir6,342.2,11.305,1.5638,586,-1.531510701,0.832074761,10.51,1,7.5,3.320889804
Hg6La6,338.85,18.24,0.47,406.2,-0.727120101,0.506070579,20.1,2,7.33,3.21961883
Hg6La6,338.85,18.24,0.313333333333333,291.296666666667,-4.362832263,0.783587643,20.1,3,7.5,3.062087911
Hg6Nb6,315.27,12.46,0.305333333333333,279.926666666667,-4.918232224,0.854823114,12.79,3,6.95454545454545,3.614289204
Hg6Ni6,326.45,10.34,1.156,395.2,-0.901789915,0.456878498,4.499,2,7.33,3.121509137
Hg6Ni6,326.45,10.34,0.385333333333333,172.726666666667,-4.738701677,0.483282773,4.499,3,6.95454545454545,4.571704602
Hg6Pd6,344.785,11.325,0.187333333333333,173.226666666667,-4.940072748,0.977944017,4.222,3,7.5,5.27775076
Hg6Pd6,344.785,11.325,0.187333333333333,173.226666666667,-4.940061878,0.977944268,4.222,3,6.95454545454545,5.231124598
Hg6Rh6,340.42,11.185,1.137,516.7,-0.909125596,0.87278344,15.12,1,7.5,3.45301876
Hg6Rh6,340.42,11.185,1.137,516.7,-0.909167442,0.872791785,15.12,2,7.33,1.981092149
Hg6Sc6,315.7,14.545,0.125333333333333,243.163333333333,-3.274896336,0.6160402,15.28,3,7.5,2.919639173
Hg6Sc6,315.7,14.545,0.094,197.745,-4.496835476,0.735609807,15.28,5,7.615384615,2.169915071
Hg6Ta6,315.315,12.47,0.322,771,0.209003862,0.425448093,12.43,2,7.33,1.737143589
Hg6Ta6,315.315,12.47,0.107333333333333,297.993333333333,-4.541286363,0.810942377,12.43,3,6.95454545454545,3.629189341
Hg6Ti6,297.79,12.365,0.079,443.7,-0.068991497,0.417618263,18.18,2,7.33,2.005152318
Hg6Ti6,297.79,12.365,0.026333333333333,188.893333333333,-5.200524209,0.845913014,18.18,3,7.5,4.058527699
Hg6Ti6,297.79,12.365,0.026333333333333,188.893333333333,-5.202273732,0.846139751,18.18,3,6.95454545454545,3.741125818
Hg6Ti6,297.79,12.365,0.026333333333333,188.893333333333,-5.202273732,0.846139751,18.18,3,6.95454545454545,3.741416299
Hg6Y6,332.62,16.985,0.204666666666667,281.43,-3.441245046,0.648251961,12.46,3,7.5,3.292448058
Hg6Y6,332.62,16.985,0.204666666666667,281.43,-3.441164377,0.648245689,12.46,3,6.95454545454545,3.287039523
Hg6Y6,332.62,16.985,0.1535,226.445,-4.635983499,0.759913608,12.46,5,7.615384615,2.36121314
Hg6Zr6,311.85,14.055,0.142,241.326666666667,-5.243005279,0.853989824,17.52,3,6.95454545454545,3.821288514
Hg6Zr6,311.85,14.055,0.284,421.163333333333,-3.05532035,0.678063821,17.52,3,7.5,2.152428491
Ir12,383.9,8.52,1.5638,586,-2.403748601,0.82583483,17.27,1,7.5,3.426523308
Ir12,383.9,8.52,1.5638,586,-2.40414893,0.825904251,17.27,3,7.5,1.88966081
Ir12,383.9,8.52,1.5638,586,-2.404406275,0.825921733,17.27,3,6.95454545454545,2.244876583
Ir6La6,380.55,15.455,1.5638,586,-1.460145223,0.940347213,5.362,2,7.33,1.518371954
Ir6La6,380.55,15.455,0.8346,466.133333333333,-1.107527506,0.741234607,5.362,3,6.95454545454545,2.745851085
Ir6Mn6,637.575,7.935,1.04253333333333,468.4,-1.885606244,0.473769688,19.997,3,7.5,2.359272832
Ir6Mn6,637.575,7.935,1.04253333333333,468.4,-1.885441363,0.473752267,19.997,3,6.95454545454545,2.67574939
Ir6Mn6,637.575,7.935,0.521266666666667,350.8,-1.430249425,0.503602992,19.997,3,6.95454545454545,2.525084311
Ir6Mo6,349.3,8.95,1.29186666666667,602.666666666667,-2.027425476,0.793869142,19.79,3,7.5,1.763987075
Ir6Mo6,349.3,8.95,1.29186666666667,602.666666666667,-2.027842451,0.793952963,19.79,3,6.95454545454545,2.277959639
Ir6Mo6,349.3,8.95,1.01993333333333,619.333333333333,-1.620255958,0.715023206,19.79,3,7.5,1.77607614
Ir6Mo6,349.3,8.95,1.01993333333333,619.333333333333,-1.620426805,0.715067522,19.79,3,6.95454545454545,1.82802825
Ir6Nb6,356.97,9.675,1.34786666666667,629.6,-1.861530236,0.799687632,14.88,3,7.5,1.704082438
Ir6Nb6,356.97,9.675,1.34786666666667,629.6,-1.861615041,0.799707111,14.88,3,6.95454545454545,1.862780997
Ir6Nb6,356.97,9.675,1.13193333333333,673.2,-1.420492976,0.702282087,14.88,3,6.95454545454545,1.637041207
Ir6Ni6,368.15,7.555,1.42786666666667,522.4,-1.925635307,0.425880866,17.632,3,7.5,1.727759879
Ir6Ni6,368.15,7.555,1.42786666666667,522.4,-1.925662851,0.425877716,17.632,3,6.95454545454545,1.918521204
Ir6Ni6,368.15,7.555,1.29193333333333,458.8,-1.697888218,0.437799799,17.632,3,7.5,2.339676962
Ir6Ni6,368.15,7.555,1.29193333333333,458.8,-1.697890944,0.437799442,17.632,3,6.95454545454545,2.527395646
Ir6Os6,328.67,8.47,1.5638,586,-2.623369195,0.810608767,7.848,2,7.33,3.637818479
Ir6Os6,328.67,8.47,1.1,661,-1.927843593,0.711883143,7.848,2,7.33,3.051122267
Ir6Os6,328.67,8.47,1.3319,623.5,-2.279502062,0.761799871,7.848,2,7.33,3.2320079
Ir6Os6,328.67,8.47,1.4092,611,-2.394964419,0.778186436,7.848,3,7.5,2.164598646
Ir6Os6,328.67,8.47,1.4092,611,-2.394972686,0.778186206,7.848,3,6.95454545454545,2.683271841
Ir6Os6,328.67,8.47,1.2546,636,-2.163189524,0.745287199,7.848,3,7.5,1.709302806
Ir6Os6,328.67,8.47,1.2546,636,-2.16317357,0.745284921,7.848,3,6.95454545454545,2.139509342
Ir6Pd6,386.485,8.54,1.22986666666667,522.9,-1.982899122,0.847838082,9.642,3,7.5,1.538341572
Ir6Pd6,386.485,8.54,1.22986666666667,522.9,-1.982890645,0.847836894,9.642,3,6.95454545454545,1.708695312
Ir6Pd6,386.485,8.54,0.895933333333333,459.8,-2.086122997,0.886315671,9.642,3,7.5,2.413361444
Ir6Pd6,386.485,8.54,0.895933333333333,459.8,-2.086121552,0.886314321,9.642,3,6.95454545454545,2.578913735
Ir6Pt6,388.16,8.805,1.5638,586,-2.028919459,0.809388338,31.07,1,7.5,3.123156515
Ir6Pt6,388.16,8.805,2.128,510,-2.549928924,0.900259757,31.07,1,7.5,4.317716402
Ir6Pt6,388.16,8.805,1.75186666666667,560.666666666667,-2.204461665,0.840003943,31.07,3,7.5,1.678740204
Ir6Pt6,388.16,8.805,1.75186666666667,560.666666666667,-2.204464488,0.840004761,31.07,3,6.95454545454545,1.802499346
Ir6Pt6,388.16,8.805,1.93993333333333,535.333333333333,-2.37812315,0.870296154,31.07,3,7.5,2.220673689
Ir6Pt6,388.16,8.805,1.93993333333333,535.333333333333,-2.378179447,0.870307024,31.07,3,6.95454545454545,2.349262853
Ir6Re6,330,8.69,1.09253333333333,636.666666666667,-2.273821931,0.794662117,9.841,3,7.5,1.999558338
Ir6Re6,330,8.69,1.09253333333333,636.666666666667,-2.273821147,0.794662554,9.841,3,6.95454545454545,2.65153466
Ir6Re6,330,8.69,0.621266666666667,687.333333333333,-1.943406056,0.741398463,9.841,3,7.5,1.626823741
Ir6Re6,330,8.69,0.621266666666667,687.333333333333,-1.943425289,0.741403051,9.841,3,6.95454545454545,1.943567786
Ir6Rh6,382.12,8.4,1.42153333333333,562.9,-2.072510991,0.802325848,17.34,3,7.5,1.698238249
Ir6Rh6,382.12,8.4,1.42153333333333,562.9,-2.072540501,0.802328953,17.34,3,6.95454545454545,2.064652322
Ir6Rh6,382.12,8.4,1.27926666666667,539.8,-1.986424145,0.806645058,17.34,3,7.5,2.057340623
Ir6Rh6,382.12,8.4,1.27926666666667,539.8,-1.986415474,0.806644384,17.34,3,6.95454545454545,2.360966741
Ir6Ru6,327.245,8.345,1.39253333333333,592.566666666667,-2.17662454,0.780698441,13.52,3,7.5,1.942069936
Ir6Ru6,327.245,8.345,1.39253333333333,592.566666666667,-2.176048127,0.780595179,13.52,3,6.95454545454545,2.475065434
Ir6Ru6,327.245,8.345,1.22126666666667,599.133333333333,-1.921922404,0.753340992,13.52,3,7.5,1.875739875
Ir6Ru6,327.245,8.345,1.22126666666667,599.133333333333,-1.922037266,0.753361366,13.52,3,6.95454545454545,2.302921458
Ir6Sc6,357.4,11.76,1.5638,586,-1.804195697,0.918749506,3.596,2,7.33,1.667561767
Ir6Sc6,357.4,11.76,0.6466,418,-0.811609267,0.63310891,3.596,3,6.95454545454545,3.021070967
Ir6Ta6,357.015,9.685,1.14986666666667,647.666666666667,-1.46737949,0.705028651,13.92,3,7.5,1.925742833
Ir6Ta6,357.015,9.685,1.14986666666667,647.666666666667,-1.467383905,0.705028341,13.92,3,6.95454545454545,2.010847661
Ir6Ta6,357.015,9.685,0.735933333333333,709.333333333333,-0.794084295,0.570897913,13.92,3,6.95454545454545,1.42147276
Ir6Tc6,328.7,8.575,1.5638,586,-2.457347638,0.840294966,8.476,1,7.5,3.842028622
Ir6Tc6,328.7,8.575,1.22586666666667,581.666666666667,-2.12478266,0.792749375,8.476,3,7.5,1.864708516
Ir6Tc6,328.7,8.575,1.22586666666667,581.666666666667,-2.124875187,0.792767883,8.476,3,6.95454545454545,2.505136598
Ir6Tc6,328.7,8.575,0.887933333333333,577.333333333333,-1.776073502,0.742905498,8.476,3,7.5,1.747814941
Ir6Tc6,328.7,8.575,0.887933333333333,577.333333333333,-1.776083801,0.74290672,8.476,3,6.95454545454545,2.112557147
Ir6Ti6,339.49,9.58,1.06886666666667,538.566666666667,-2.041482729,0.779460771,6.261,3,7.5,2.725765682
Ir6Ti6,339.49,9.58,0.573933333333333,491.133333333333,-1.333953327,0.620333182,6.261,3,6.95454545454545,2.280049201
Ir6V6,343.45,8.42,1.21753333333333,549.266666666667,-1.98938239,0.805337865,13.88,3,7.5,1.731434505
Ir6V6,343.45,8.42,1.21753333333333,549.266666666667,-1.989165806,0.805290468,13.88,3,6.95454545454545,1.99595283
Ir6V6,343.45,8.42,0.871266666666667,512.533333333333,-1.374722997,0.692945535,13.88,3,6.95454545454545,1.665885002
Ir6W6,350.21,8.995,1.31462,669,-2.080288329,0.789846918,5.395,3,7.5,1.956287476
Ir6W6,350.21,8.995,1.31462,669,-2.079844428,0.789757013,5.395,3,6.95454545454545,2.435881449
Ir6W6,350.21,8.995,1.06544,752,-1.690735266,0.709807625,5.395,3,7.5,1.72981325
Ir6W6,350.21,8.995,1.06544,752,-1.69088082,0.709839644,5.395,3,6.95454545454545,1.695366632
Ir6Y6,374.32,14.2,1.5638,586,-1.469833095,0.90964493,3.144,2,7.33,1.316527568
Ir6Y6,374.32,14.2,0.725933333333333,456.266666666667,-0.789923456,0.664511628,3.144,3,6.95454545454545,2.864505372
